Umur,Column_1,Indeks Massa Tubuh (IMT),Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22
Tahun,Bulan,-3 SD,,,-2 SD,,,-1 SD,,,Median,,,+1 SD,,,+2 SD,,,+3 SD,,
15,11,,14.6,,,16.2,,,18.1,,,20.7,,,24.1,,,28.8,,,36.0,
16,0,,14.6,,,16.2,,,18.2,,,20.7,,,24.1,,,28.9,,,36.1,
16,1,,14.6,,,16.2,,,18.2,,,20.7,,,24.1,,,28.9,,,36.1,
16,2,,14.6,,,16.2,,,18.2,,,20.8,,,24.2,,,29.0,,,36.1,
16,3,,14.6,,,16.2,,,18.2,,,20.8,,,24.2,,,29.0,,,36.1,
16,4,,14.6,,,16.2,,,18.3,,,20.8,,,24.3,,,29.0,,,36.2,
16,5,,14.6,,,16.3,,,18.3,,,20.9,,,24.3,,,29.1,,,36.2,
16,6,,14.7,,,16.3,,,18.3,,,20.9,,,24.3,,,29.1,,,36.2,
16,7,,14.7,,,16.3,,,18.3,,,20.9,,,24.4,,,29.1,,,36.2,
16,8,,14.7,,,16.3,,,18.3,,,20.9,,,24.4,,,29.2,,,36.2,
16,9,,14.7,,,16.3,,,18.4,,,21.0,,,24.4,,,29.2,,,36.3,
16,10,,14.7,,,16.3,,,18.4,,,21.0,,,24.4,,,29.2,,,36.3,
16,11,,14.7,,,16.3,,,18.4,,,21.0,,,24.5,,,29.3,,,36.3,
17,0,,14.7,,,16.4,,,18.4,,,21.0,,,24.5,,,29.3,,,36.3,
17,1,,14.7,,,16.4,,,18.4,,,21.1,,,24.5,,,29.3,,,36.3,
17,2,,14.7,,,16.4,,,18.4,,,21.1,,,24.6,,,29.3,,,36.3,
17,3,,14.7,,,16.4,,,18.5,,,21.1,,,24.6,,,29.4,,,36.3,
17,4,,14.7,,,16.4,,,18.5,,,21.1,,,24.6,,,29.4,,,36.3,
17,5,,14.7,,,16.4,,,18.5,,,21.1,,,24.6,,,29.4,,,36.3,
17,6,,14.7,,,16.4,,,18.5,,,21.2,,,24.6,,,29.4,,,36.3,
17,7,,14.7,,,16.4,,,18.5,,,21.2,,,24.7,,,29.4,,,36.3,
17,8,,14.7,,,16.4,,,18.5,,,21.2,,,24.7,,,29.5,,,36.3,
17,9,,14.7,,,16.4,,,18.5,,,21.2,,,24.7,,,29.5,,,36.3,
17,10,,14.7,,,16.4,,,18.5,,,21.2,,,24.7,,,29.5,,,36.3,
17,11,,14.7,,,16.4,,,18.6,,,21.2,,,24.8,,,29.5,,,36.3,
18,0,,14.7,,,16.4,,,18.6,,,21.3,,,24.8,,,29.5,,,36.3,
18,1,,14.7,,,16.5,,,18.6,,,21.3,,,24.8,,,29.5,,,36.3,
18,2,,14.7,,,16.5,,,18.6,,,21.3,,,24.8,,,29.6,,,36.3,
18,3,,14.7,,,16.5,,,18.6,,,21.3,,,24.8,,,29.6,,,36.3,
18,4,,14.7,,,16.5,,,18.6,,,21.3,,,24.8,,,29.6,,,36.3,
18,5,,14.7,,,16.5,,,18.6,,,21.3,,,24.9,,,29.6,,,36.2,
18,6,,14.7,,,16.5,,,18.6,,,21.3,,,24.9,,,29.6,,,36.2,
18,7,,14.7,,,16.5,,,18.6,,,21.4,,,24.9,,,29.6,,,36.2,
